8000,0,,95131,3626,0
8000,1900,,95131,5526,0
4000,2100,,91131,5726,0
4000,0,,91131,3626,0
8000,6000,,95131,9626,0
0,1900,,87131,5526,0
0,0,,87131,3626,0
4000,6000,,91131,9626,0
0,6000,,87131,9626,0
